order_id,customer_id,store_id,order_date
de76184b-cf93-410e-a816-6f8e06af4d05,724d658f-5fcb-4ef2-8082-24757af7926e,dcdaa102-b88d-401e-ae9c-561e452bc484,2024-01-20
7e39d6ad-6f38-40a4-806c-4f7b876fafcb,06a0423a-7d9c-4386-9e05-bc997012717e,dcdaa102-b88d-401e-ae9c-561e452bc484,2024-10-30
f8e32034-59f4-41b9-bc11-5df53f437634,37f102a9-975d-4a65-9967-42bdfe9a07b4,dcdaa102-b88d-401e-ae9c-561e452bc484,2025-04-02
d8e1b2c7-512c-4ace-a424-85bcbb55b4e7,2a31efd3-7d84-4d43-b613-70c9feedf6bc,6410b3bf-319a-4add-88ac-8cfe2db99750,2024-08-25
93b70b80-9b7a-4be5-8f4e-cfb4872259bc,3d0ff49a-1a70-44dd-b42a-f19d6750a163,ddddb251-9346-4e72-8216-f98fade387b4,2023-11-09
f241c233-038d-4cb2-bba9-3026793fe425,adf65213-f4a1-4534-8092-733d6fb32cb7,6f5cb43b-3b24-4568-ba06-1abf47254607,2024-12-16
1b177e30-8a66-4a7a-8097-ade8ae86a71e,1ab9c682-7eca-4d05-978e-322a4a8f06dd,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2024-05-29
563ae9d0-9277-4b25-966f-b7953381c2e3,cabb6d5d-d793-4984-aa34-52afaa77f68d,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2025-03-03
84a549be-7fa5-48e4-97c7-caebd3db4aa7,e8e0f420-95ac-4072-936f-808994d20c13,c96a7c5d-aed1-479e-9f20-56770bb52fe7,2024-08-20
e4ef133d-4324-4a3f-9294-3a53f7253a27,36839179-398c-4a4f-8044-bd32e6ed6037,6410b3bf-319a-4add-88ac-8cfe2db99750,2024-11-13
c313df3e-af74-46e3-acd4-ef99124063ff,48734e84-b47d-4be2-994c-c54f91574c29,4abfcfc3-6380-45d9-8153-3452ba0d042a,2024-11-21
9df3fd2c-886b-43bd-a548-0697add228a1,e4fd96c5-4685-4d57-955c-dc947a36f3ec,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2023-08-14
54365464-1348-4a36-84a3-b3e0ab7d7baf,d5da084e-f4f0-4dee-b5da-5d422fbfcd2a,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2025-03-02
11909571-8009-4f52-acd7-13ed43eb70a0,d763414c-cfec-4ad9-814a-76510c8115f5,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2024-01-14
74caf5b8-4dd2-40f8-b585-78bcb0e1e525,80d6c26e-c8e1-40e5-99ee-d1b479d7dd8c,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2023-09-28
cabc00de-470f-4f1b-be81-a08159b11eb6,bd112a5e-fc8e-46c4-adc1-1966c065377b,6410b3bf-319a-4add-88ac-8cfe2db99750,2023-11-19
7ce2a3fa-b5e4-4915-a951-caf1e33fdacc,c76c7f1d-b293-4e23-8470-7c281b930887,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2024-04-18
19b26575-9f80-423b-93ae-3f02ab7eb204,5b4e31c7-ae5a-4dfc-b144-57babb24fc9b,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2024-09-07
86d40fe8-6161-4b80-804a-83cb9c052f75,d6750286-8eb9-43f0-9db3-191488d8162e,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2025-02-24
82b8f465-40f2-4d08-a3d0-032791a9cbe5,241f00cc-f6f7-41ce-bc9b-f0e822084707,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2023-05-29
4fa5eae4-cd15-46e5-83a4-3efd9c996334,eb391b8c-bbb1-4313-a911-6201dfe93641,513424b2-1fc4-4f11-8e53-cc3da1ed3f9b,2023-11-02
8d95ad40-510f-4d50-89c0-229084b47c19,3756742b-36db-4e72-96e1-bfd24f58d570,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2024-05-29
edee1288-57e2-4a1c-b130-eb87ef80ca62,f1c75e89-7929-4410-9801-5b1f22533a23,6f5cb43b-3b24-4568-ba06-1abf47254607,2024-11-27
48df8924-16ac-453c-a430-272e1d1af9b2,a1833e9a-5ccd-46be-aa48-58e943f5db63,ddddb251-9346-4e72-8216-f98fade387b4,2024-05-15
59b97ed7-8779-48ae-8c9d-453a34ad2373,b026dae9-6d2a-4a4e-b6e1-b2fe47936f6d,6410b3bf-319a-4add-88ac-8cfe2db99750,2024-08-11
d522c4a0-685a-4adb-b1f2-0ad06d2fa789,127f249a-93af-41c1-afd9-05d5f0d92d99,ddddb251-9346-4e72-8216-f98fade387b4,2024-07-25
1105fc6c-9bde-4456-9414-fa38c74890b6,acfe1773-5454-4ac0-97c5-87df7689eed6,6410b3bf-319a-4add-88ac-8cfe2db99750,2023-09-01
7d71c93e-f565-49f0-8780-3ddeb8fea7f6,ffd196de-1539-49f6-b015-491a78c91684,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2025-02-15
22213904-7384-4de9-bab2-821784797d5b,f5f24f19-e0c0-4203-9e0c-7230c6006b0a,513424b2-1fc4-4f11-8e53-cc3da1ed3f9b,2025-02-26
41e8c6b4-3c1e-4b72-90a7-9622d4d794c3,687988a5-b0f7-4c31-ae77-2e5f3da41ddf,dcdaa102-b88d-401e-ae9c-561e452bc484,2023-09-11
46c2a174-8eee-45ec-b982-b33e15acab30,5c1fd753-3191-46ef-9178-adcc082ab111,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2024-03-21
c5d29a6b-ca05-40e4-ae4a-cbf3403aa27e,23fb541c-5cee-4a30-b218-02aee18ff110,c96a7c5d-aed1-479e-9f20-56770bb52fe7,2024-04-17
315a70ea-e2d6-4a47-9cc6-205b022c0af5,955c1538-35b1-4306-a05b-0688854693ca,4abfcfc3-6380-45d9-8153-3452ba0d042a,2024-03-24
4c9b069a-7702-4fde-9b00-b19055319a7a,fa809487-5874-4089-93dc-b9aeaf8d8294,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2023-09-28
eb154391-6aac-4837-8626-28f440eb0049,98d702df-1a29-44cb-871f-496b950ba96e,4abfcfc3-6380-45d9-8153-3452ba0d042a,2024-10-15
fb98b359-030a-45f9-8a17-41d4e4facd7b,5a101dc0-182d-4e7e-b733-b1083f089aff,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2024-06-01
b1b116db-9940-4153-815f-bc61048157f6,e6300263-3ad3-4ba7-bcd0-3f6d4cd5f9c5,dcdaa102-b88d-401e-ae9c-561e452bc484,2023-07-01
b1b815d5-7554-461c-acc0-3d161f9658a7,36839179-398c-4a4f-8044-bd32e6ed6037,4abfcfc3-6380-45d9-8153-3452ba0d042a,2024-08-01
835d26d1-9690-41f8-aaf6-ca335dd0902f,1432cb39-dafd-4779-ab43-4436c5aaa148,bd47d09f-b10c-4847-a414-4b0f7c92d6ab,2023-11-20
b087d5c7-ae83-4b6f-b42f-7390cb39b61e,f5f24f19-e0c0-4203-9e0c-7230c6006b0a,513424b2-1fc4-4f11-8e53-cc3da1ed3f9b,2023-12-29
9fdf162a-9d4f-4309-baaa-49f83070990a,a83d1262-8e12-4f2d-861b-46735c98f840,4abfcfc3-6380-45d9-8153-3452ba0d042a,2024-09-08
fc0cd03b-dfaf-4a51-bea4-6e969472517e,77334479-f803-496d-a783-f5f1e89e7e0b,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2023-10-02
b153d3bd-fcf1-4c06-a983-e7f631d5eb5b,0f107913-5aaa-403d-b04c-10ce0fb16f06,4abfcfc3-6380-45d9-8153-3452ba0d042a,2024-09-18
f26b483a-6cd3-4e4c-bc6e-ad457d6ef943,697fc2e5-495f-4cde-bc9d-ab1db20e7126,dcdaa102-b88d-401e-ae9c-561e452bc484,2025-03-15
7948e097-3c2c-4e4e-af28-e281db1ed2ad,7eaa0530-010f-4c12-99f6-0090990f2bf7,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2024-01-14
0aea3453-e86e-48c8-8201-097d3c32c4a9,3c9269b4-5f4c-4285-90ce-c05977f80651,513424b2-1fc4-4f11-8e53-cc3da1ed3f9b,2024-01-28
30c2e432-0f3c-4192-a019-d0335e8a0ea4,98da5c70-3e85-4d13-89fd-c497a65857e4,6f5cb43b-3b24-4568-ba06-1abf47254607,2025-04-20
92d5258f-8589-42d2-bf61-41d7843e4b7f,85061ca5-8551-4fa6-9c13-39c993e33761,bd47d09f-b10c-4847-a414-4b0f7c92d6ab,2024-04-09
6b11d481-b5d6-4281-8858-801f1e656a8c,3c8159c4-e647-47ed-a9ec-f8b216f85150,ddddb251-9346-4e72-8216-f98fade387b4,2024-07-15
5192255c-6392-4863-8879-70a90e05da17,d10e032b-b209-485e-b5b7-b96be0e58feb,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2023-11-25
98a7c83a-0335-4bf0-b1ce-819334d2edde,fe2767ca-4e2a-4db1-9311-33ed5fd10523,4abfcfc3-6380-45d9-8153-3452ba0d042a,2023-04-29
84558fd9-dfd7-4893-8ece-d30273e89755,98d702df-1a29-44cb-871f-496b950ba96e,ddddb251-9346-4e72-8216-f98fade387b4,2023-12-12
c903ca1e-98ac-40ad-b475-8b57be8e0b4c,def40192-627d-44bb-a79f-9817ea97a3b1,4abfcfc3-6380-45d9-8153-3452ba0d042a,2024-12-02
596c6648-86b7-41fd-bc92-cbc1951549ba,5a101dc0-182d-4e7e-b733-b1083f089aff,c96a7c5d-aed1-479e-9f20-56770bb52fe7,2023-09-01
2eb0d088-8b77-48f7-8b08-d98f587f5e62,b484d8d8-c27e-42a8-a407-52db319a21c7,4abfcfc3-6380-45d9-8153-3452ba0d042a,2025-01-29
7a469b94-0c90-483d-b47f-3a31b2f15470,8c66eed5-2455-443b-9172-b68f6b76eff3,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2023-10-06
419328bd-3508-4a3d-bbfe-f6114e89b2bb,63890877-1f60-441c-a8a2-bb2d61d55a83,4abfcfc3-6380-45d9-8153-3452ba0d042a,2023-07-22
99295ad5-a554-409e-808a-16684d93be9d,6d251786-2a41-4adf-bdfe-ae0e7d4a8605,c96a7c5d-aed1-479e-9f20-56770bb52fe7,2023-10-26
ffef013e-bac8-4b71-8504-84d359ee3561,2f1c6bb3-c481-4646-8581-027b24e5621c,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2023-08-17
7d0aee32-fca9-49aa-b86f-ab06f0ac3ded,7744a28e-33a2-4dee-a430-77229dfbdfb8,bd47d09f-b10c-4847-a414-4b0f7c92d6ab,2023-06-29
61f14e81-0124-4467-963c-ff35bd0ddcec,01dcdfc6-43fd-49f5-80b9-1729a9301423,ddddb251-9346-4e72-8216-f98fade387b4,2024-11-17
d4c2e1a9-308c-4d2d-bffb-755e0090fc71,5d7b97a8-f051-4185-9b67-e81d920dada8,513424b2-1fc4-4f11-8e53-cc3da1ed3f9b,2024-09-09
e9f37f0a-787e-4494-b568-05a3794d3380,26a59e78-cad5-41c5-9db9-0e9f424a9fd5,6f5cb43b-3b24-4568-ba06-1abf47254607,2025-04-20
2af01ecf-2d72-419d-869d-8a08a7fcce1d,3b9f53c2-7954-48fb-a2d4-489c747cb67f,6410b3bf-319a-4add-88ac-8cfe2db99750,2024-06-16
472b69ef-c76b-409d-8646-da40813b93cd,613882fd-0e3c-420d-a31c-f3914c782438,4abfcfc3-6380-45d9-8153-3452ba0d042a,2024-12-19
1465d4f9-3571-4b67-8b6b-44b465319a3a,001ebcf6-dac8-49a3-9560-f6c28b5e975b,bd47d09f-b10c-4847-a414-4b0f7c92d6ab,2024-07-15
58e52635-7cef-4bbd-9da6-4a58dad88329,6baaba55-1eb8-4ce8-a4b0-8d49253f4448,c96a7c5d-aed1-479e-9f20-56770bb52fe7,2025-04-21
28d9baec-4175-4bfc-a76b-0a97b5023eec,c3307ef8-d96a-4c45-a006-76ec327f1cf1,ddddb251-9346-4e72-8216-f98fade387b4,2024-09-08
20400ab5-c737-4c23-8c80-0b6019e53cb0,f531ae03-2882-419f-b038-43f2446b01aa,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2023-04-27
0db3d4b6-cf23-45ee-b157-546f3e00e62c,128f3320-622d-4cbb-944b-4841c0eb4ff1,dcdaa102-b88d-401e-ae9c-561e452bc484,2023-09-24
5413daa2-d163-450b-88bd-aa7a2310d92d,ef1d2e06-9221-47d6-9adc-6583c377e337,dcdaa102-b88d-401e-ae9c-561e452bc484,2025-01-07
a6eb3b00-55b8-4300-8a51-df5aef3d3d8f,be5977c5-f7fd-4584-97ba-8dbbcb9a4165,6f5cb43b-3b24-4568-ba06-1abf47254607,2024-02-05
e58f3168-36dd-46dc-b75b-104060da7c71,4120868b-c505-4c11-b6d7-ed99aeecafeb,bd47d09f-b10c-4847-a414-4b0f7c92d6ab,2024-03-06
c26976d2-06c4-4522-a58b-db2636997e73,56369804-e2e1-418e-99cf-a5179b3a7c29,4abfcfc3-6380-45d9-8153-3452ba0d042a,2024-06-16
8de9928a-48e2-41a1-ac69-45144f89fba3,2465df59-eb7b-4d5c-b9bb-ed89a5620b17,6f5cb43b-3b24-4568-ba06-1abf47254607,2024-11-18
8cb5136c-1f03-420a-9b89-917be04d597d,7033d9c6-e4f4-4926-a434-66a2e3af5185,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2024-03-08
7fb0cc5c-cb85-42cb-9df2-be3763f5a39e,873b3f96-f64e-48d5-89f6-a7d76af5ab63,c96a7c5d-aed1-479e-9f20-56770bb52fe7,2024-02-21
f381d7e9-f5ec-4087-af64-6e5290050a22,51f97081-e04b-4c8d-ab1a-f4ddcd2b3901,ddddb251-9346-4e72-8216-f98fade387b4,2025-03-24
5d94da00-42c4-4d30-a86c-a2654e333259,865a1e37-334d-4cc4-b03f-3352d764d75f,6410b3bf-319a-4add-88ac-8cfe2db99750,2024-01-28
be280457-67df-4a4b-bf6d-b1dd5d72c06e,3d56cee5-5bbb-4e64-8972-688a0aa8e68b,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2023-09-26
b8146fd8-ddaf-4166-8f14-29f98700819d,b109bf6b-1c06-40c6-b83e-eb71adc7ab44,dcdaa102-b88d-401e-ae9c-561e452bc484,2024-05-07
bd8a2e56-63bf-4a53-a008-750dfd32d60e,a5cb18c2-ed99-42b0-8652-a6703a93afd0,6f5cb43b-3b24-4568-ba06-1abf47254607,2024-08-09
6a3ce728-41f9-4bd8-8515-a8e5d609856c,1af65aea-c0d1-4b22-8f42-a004febb3a5f,dcdaa102-b88d-401e-ae9c-561e452bc484,2024-10-03
f2963a6b-9ede-4712-b699-e020a3267b63,127f249a-93af-41c1-afd9-05d5f0d92d99,c96a7c5d-aed1-479e-9f20-56770bb52fe7,2024-08-04
01637808-99be-4c40-83f0-3c59cdaaf7ec,78f615b2-2b19-4291-a730-6c8a216ba28d,bd47d09f-b10c-4847-a414-4b0f7c92d6ab,2023-08-23
bdc233f0-a9fc-46ac-b88b-23d6ad885087,adb897e7-007a-4f0c-b48e-f25cfd912127,513424b2-1fc4-4f11-8e53-cc3da1ed3f9b,2025-01-29
e520dab0-811f-43a3-b350-f96478036689,9692c398-4fee-47bf-afaa-dff2b32e0f42,c96a7c5d-aed1-479e-9f20-56770bb52fe7,2025-02-13
b92dec65-deab-4780-ad65-6f16de7afd00,d88d61d2-26b6-47f0-9c9f-34b4c17ec8a3,ddddb251-9346-4e72-8216-f98fade387b4,2024-12-28
ab3de76c-3895-464f-b097-67e3bee47f66,f4adf8bc-f135-479b-a80b-b8d3913d9fae,ddddb251-9346-4e72-8216-f98fade387b4,2024-01-15
2048f7b9-7832-4633-a86a-b3350efb0319,ea32aea0-3a1b-40ef-8501-a3c6a659a455,6410b3bf-319a-4add-88ac-8cfe2db99750,2024-01-16
7588c858-7af0-4efc-834b-73f7c0587463,056af5e2-bc41-48a8-9d8d-dbf85f1ab87b,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2024-05-10
19ede578-290f-449c-898c-7a3a03531df0,b70f4fee-816e-40c8-9857-bc7dd948c124,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2024-06-29
e2e66fa3-fc92-4511-8ae7-8e01529f5fe6,7fb9c529-3430-46fc-b87a-86821e5c5681,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2023-10-16
ffcefeee-043e-47f0-9cbc-0beb654b1c2f,77908319-69f4-48c4-8a70-4c65df966e4f,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2024-10-09
ad84ab53-c546-4aba-ae2b-e43e78727ca6,00c0db04-94fd-4ab6-a577-bd049870c522,dcdaa102-b88d-401e-ae9c-561e452bc484,2024-12-18
75819905-0338-48a1-b031-aa868577d4a6,7033d9c6-e4f4-4926-a434-66a2e3af5185,4abfcfc3-6380-45d9-8153-3452ba0d042a,2024-11-14
2cdbb8d3-10db-4ce1-8fb4-e445bd1795cd,bf6789cb-fe2a-4b75-8e20-2c36784a3f54,6f5cb43b-3b24-4568-ba06-1abf47254607,2024-04-08
c4606560-1ae6-4812-878c-ab47d25f831f,6f8d6699-96e2-4994-a6d9-be635469079d,4abfcfc3-6380-45d9-8153-3452ba0d042a,2024-12-27
35bf4b17-d431-41ae-bd80-42555fc79bca,1bde6410-db17-4b06-a4c6-8020ef66866d,dcdaa102-b88d-401e-ae9c-561e452bc484,2024-10-18
d62431b6-023e-4b32-8390-fbc68e1175cf,1766075e-9a01-4b4c-9958-465e0d7dfc12,6410b3bf-319a-4add-88ac-8cfe2db99750,2024-12-13
28991cf6-1f72-4d63-a87a-b1d6205c77b4,3e512c8c-41cf-4ba9-9e6b-6007ae5f6b83,6410b3bf-319a-4add-88ac-8cfe2db99750,2025-04-11
4337ff4a-8df1-4b62-8ef6-5370986f9bf2,6c97fe4c-2eff-44f4-9a1a-81024c416dc1,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2023-05-30
e7f6d111-4ea7-4e6c-ae71-a95394725256,48734e84-b47d-4be2-994c-c54f91574c29,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2024-03-25
01b00c52-644f-470a-a44d-4671d48f9b85,71f7987c-aa55-4bcc-832c-e8db486179c2,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2024-09-09
22646b6a-de7e-4a5f-b3e1-daa53e4ac87e,150b7eb6-a3c8-48f9-be7e-e6be5ee3fe16,4abfcfc3-6380-45d9-8153-3452ba0d042a,2024-01-18
3296adee-71bb-4025-a224-40f89a10720e,d0b886c6-717f-437c-b594-af1242cb4734,513424b2-1fc4-4f11-8e53-cc3da1ed3f9b,2023-12-20
e44c09fb-2576-4f7a-b2e1-12d222245514,b2ac96bf-5cd5-4757-9ada-4b68d62cb684,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2024-10-24
59bbe88d-50ba-4a39-bd84-b659ad3a69e4,fb77033b-55e4-48fb-bfe4-0537b41ec435,dcdaa102-b88d-401e-ae9c-561e452bc484,2025-03-18
4ffedeb3-f2ec-4f9e-a339-090f79f1e9f9,0de6f5e3-cdbd-4453-86b3-5ac74181290e,c96a7c5d-aed1-479e-9f20-56770bb52fe7,2023-11-12
ce4c82d0-94f0-411b-9911-47e32ad35ed7,325751a7-c422-4b15-b30a-d0ff02de5a32,ddddb251-9346-4e72-8216-f98fade387b4,2024-06-08
0b6d9836-e8b3-4f04-b13c-e543468b4dae,09cdb148-6e60-4d22-a01e-640b34ffb7fc,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2023-09-17
c37bb8c2-a237-411c-a70c-590d6250b3dd,241f00cc-f6f7-41ce-bc9b-f0e822084707,dcdaa102-b88d-401e-ae9c-561e452bc484,2023-09-26
730625ec-f377-4fe0-b0f7-d5a203095947,5ae7cb5a-0e62-40db-bf2b-b6e2fea38007,dcdaa102-b88d-401e-ae9c-561e452bc484,2023-12-26
d5404126-cb9b-4f1b-9dd2-3876de320e74,a356e8ce-3493-4d4b-b08e-8ed6e6f81357,6410b3bf-319a-4add-88ac-8cfe2db99750,2023-09-08
b6115bd8-2b59-487c-a8d2-92eeb912a6c8,bd112a5e-fc8e-46c4-adc1-1966c065377b,bd47d09f-b10c-4847-a414-4b0f7c92d6ab,2024-08-28
ed7a7225-b070-4f2f-a793-ca64b6f34a5e,def55f20-1b84-428c-a133-6b8cb257f403,6f5cb43b-3b24-4568-ba06-1abf47254607,2023-11-11
370bab7a-5e31-4a4e-bcb9-a5ae3d74ac34,6c97fe4c-2eff-44f4-9a1a-81024c416dc1,bd47d09f-b10c-4847-a414-4b0f7c92d6ab,2025-02-18
4489dec7-ab13-4b8f-ac5f-bbd5ec28ea71,80b2a998-0674-42da-81e5-b7f3afa18bd5,ddddb251-9346-4e72-8216-f98fade387b4,2024-02-13
f0feffc6-2ee9-48a6-99bf-12bbc5bdffdd,d0666145-4e08-4d5f-8421-7de3093b5f3c,4abfcfc3-6380-45d9-8153-3452ba0d042a,2023-10-29
debf87f0-0761-4443-9780-a1652a0e8bde,128f3320-622d-4cbb-944b-4841c0eb4ff1,6410b3bf-319a-4add-88ac-8cfe2db99750,2023-05-26
dbb4e78c-598f-45b4-9cab-1205fa3a574d,eecea913-3c21-4b10-9340-b5ab81d167bc,ddddb251-9346-4e72-8216-f98fade387b4,2023-08-20
c0cc9659-ce54-4d28-b020-52e10b68a548,07403fa6-d723-46c1-a76f-613aa9ce48e1,ddddb251-9346-4e72-8216-f98fade387b4,2023-11-10
4887bc23-c054-427f-96e5-28619fc9bb68,f39058a0-b938-425e-b40f-5de0fcd94e5e,6f5cb43b-3b24-4568-ba06-1abf47254607,2024-04-20
8a6b36a0-778c-4dbf-aacf-40f48e62eaa5,c5497cd0-c7c0-4bcb-8b27-85b377efc50d,ddddb251-9346-4e72-8216-f98fade387b4,2024-07-16
939d9401-c829-4f58-b05e-bb9b4c9670e5,5ecff211-2e52-497e-891f-b328ea25c68a,c96a7c5d-aed1-479e-9f20-56770bb52fe7,2024-02-09
72f63466-afd1-4bdd-96e6-ca62c674ed72,3d2535ad-686c-4518-9629-648d776e07bc,dcdaa102-b88d-401e-ae9c-561e452bc484,2024-11-25
bc906bb9-5e60-482c-a228-1348ffa5ee1e,de783f6b-0862-4684-bfba-f7234d70729f,3ae01442-74d4-4f4d-a991-91d0f79e28cc,2024-04-15
b6d44ee3-1e4e-4c6a-8074-034c4625ed3b,24c7a9d9-305a-4b37-be61-dedb2226f0f7,ddddb251-9346-4e72-8216-f98fade387b4,2024-01-11
71b9463e-db93-466c-92e4-d5e681367a80,ebd92564-78c4-4c8f-9f9f-f626a4833041,4abfcfc3-6380-45d9-8153-3452ba0d042a,2023-09-15
e122846c-248e-4c20-b4c0-0113d447db8f,73a2fc4a-0b9c-4533-820f-20396a2c1922,c96a7c5d-aed1-479e-9f20-56770bb52fe7,2024-11-28
68ff3c97-2f9b-48e9-bab7-bccbf5e6273f,4dab9f85-c956-4f91-8ab5-67bb8b0e560f,513424b2-1fc4-4f11-8e53-cc3da1ed3f9b,2023-06-24
e106dde1-22d0-4866-9792-b2defe5b73fd,491b2433-092e-4137-a98a-8e163469d6e1,513424b2-1fc4-4f11-8e53-cc3da1ed3f9b,2025-02-11
54850f89-d011-47aa-9191-72c9ab462200,ac8dd128-87de-4f7b-afee-e83c2bfe6388,99b6ed17-b6c5-4957-9579-bdfda2d2e2ce,2024-02-09
90651186-3dbf-413b-ae7a-4d40d8485d67,23a9e43c-3f1c-4d8e-9d36-b71aa6b9d795,513424b2-1fc4-4f11-8e53-cc3da1ed3f9b,2024-04-23
