order_item_id,order_id,product_id,quantity,price
697d604f-07bd-4dad-bc7d-4a267d07d469,2a066d6e-5036-49f7-abbd-bc96cc866be0,0118d933-b265-4002-bbd8-79a505b78df7,4,266.4
9cdb1285-008c-4861-a47f-534205f2e399,2a066d6e-5036-49f7-abbd-bc96cc866be0,80078e6b-8422-40de-a54e-f5bcdf8da24b,1,220.84
3af5ee3c-101a-4ba9-9242-f02f337e783d,2a066d6e-5036-49f7-abbd-bc96cc866be0,5803287f-9269-48b8-8354-3644a794fc51,2,33.34
4864f541-da3a-4612-bf09-e36f810dcadf,2a066d6e-5036-49f7-abbd-bc96cc866be0,d06a0363-7b27-405c-a2df-f1bd3801d5ad,5,64.36
83836541-00fa-4bde-a159-d3ee17ff4b30,3dd49beb-d319-44a8-8b1c-0e236b7f64c1,e0d14a21-1652-4333-ab8d-ac1aa0738424,1,233.8
a7b7d971-16b6-426b-89b2-b78eb9a0e371,3dd49beb-d319-44a8-8b1c-0e236b7f64c1,cf51f165-c582-46f8-ab2e-760f5ce155a8,5,257.74
989381ef-a11a-4077-8619-4b9ebf7e34f5,3dd49beb-d319-44a8-8b1c-0e236b7f64c1,b4130639-7cee-4b11-bfbf-22303c6cc2fe,3,225.89
4406b9da-8740-4bd9-b1e7-5159547cfb8a,3dd49beb-d319-44a8-8b1c-0e236b7f64c1,d4408ac4-c558-4375-8926-6d33cc4711d1,3,118.95
e578d43d-8654-47eb-bbc4-312f88ae248e,3dd49beb-d319-44a8-8b1c-0e236b7f64c1,4187e86d-ce3b-4e75-a2df-f3ee49610ee1,2,104.57
de4def55-6e9d-4936-aab8-7b5c1b0c331b,3a89caea-74dc-404f-b1b3-8b0ca9f9c53d,90ea19b9-fcc8-4081-bdf3-27b79b8be463,4,479.06
cc371228-6bbf-463a-9086-d416df5c7fe0,3a89caea-74dc-404f-b1b3-8b0ca9f9c53d,73fd2c29-919d-4125-872d-6b4a1f65315d,5,391.72
1ef8e847-7633-4431-b0fe-9b3c9a480c90,3a89caea-74dc-404f-b1b3-8b0ca9f9c53d,104dc1a7-4248-4827-83a2-0d090f6578eb,1,392.91
95ebcda5-6797-418d-9a4e-e6b4f2d358c6,3a89caea-74dc-404f-b1b3-8b0ca9f9c53d,e8b06a54-c38c-47b5-9ab8-ddbc84728627,5,450.05
a5536221-a5f0-4857-a504-ce4ee712f173,3a89caea-74dc-404f-b1b3-8b0ca9f9c53d,c80f70b8-a81f-4d4c-a9c8-8ced5e479431,4,381.8
da8d102f-27df-4f3a-a653-6f829c61ed47,3a89caea-74dc-404f-b1b3-8b0ca9f9c53d,379655cd-efb7-460c-883f-53f031a9e321,1,363.36
530fdedf-b960-48d0-a82d-d768cabf14fa,3a89caea-74dc-404f-b1b3-8b0ca9f9c53d,fd25aff1-a6da-4631-98d9-5eb6c5f382bb,1,86.63
c5e2328d-1121-4100-b102-c4fa23ae9001,3a89caea-74dc-404f-b1b3-8b0ca9f9c53d,8ae20772-7d58-446c-807e-280bb2e54115,1,351.21
941af396-6108-431b-8dfa-c53aef70a644,3a89caea-74dc-404f-b1b3-8b0ca9f9c53d,9b5fa025-b7e7-4a92-9aaf-a1c8377b8479,5,278.96
12fab45c-e723-4c3f-83fa-e9d7ca04eced,3a89caea-74dc-404f-b1b3-8b0ca9f9c53d,1e85b640-61d8-41c2-bbda-41f2dd569431,5,188.06
a3ea33e9-b802-4a7c-a99b-3500956b3ee6,96fbdc81-8850-4576-bcc6-e8f97a2ea19e,ad774d27-f45b-462c-863b-4dfcae72d617,5,212.48
bc243069-5251-4cce-8bb0-75eba8bcbe28,96fbdc81-8850-4576-bcc6-e8f97a2ea19e,c1020699-fe44-4476-ba0b-f3541fdca291,1,493.69
b5f53102-07d2-452d-a415-7ef732a78728,96fbdc81-8850-4576-bcc6-e8f97a2ea19e,36ad686e-d07f-4bb3-817d-85daaa5e942b,4,483.38
401e6a23-e3b2-41d5-9a16-d18186e901ec,96fbdc81-8850-4576-bcc6-e8f97a2ea19e,7a5917e6-38ec-471f-9343-5ba8a5a8de7f,4,181.48
f16bc3fc-747f-4926-9b48-cedcb6e36271,96fbdc81-8850-4576-bcc6-e8f97a2ea19e,a16f2c97-ea67-420b-a3aa-c159f00b497a,1,214.59
e5c75732-047a-4a08-b7f1-457b2055fc86,96fbdc81-8850-4576-bcc6-e8f97a2ea19e,c80f70b8-a81f-4d4c-a9c8-8ced5e479431,3,381.8
cf9ffb65-bc56-4526-a7df-650c38a49a06,96fbdc81-8850-4576-bcc6-e8f97a2ea19e,cf51f165-c582-46f8-ab2e-760f5ce155a8,3,257.74
ba3a8292-aba4-4c26-8ad1-5458595ad562,96fbdc81-8850-4576-bcc6-e8f97a2ea19e,64606654-41d1-4d62-8ea2-f53d813e15db,3,152.99
83474934-70dd-479e-9ff3-b8b3d3cc35f5,96fbdc81-8850-4576-bcc6-e8f97a2ea19e,208d01d3-7bb7-4bfd-9109-7e9246322a90,1,482.76
47d917de-7f08-4521-8b89-5cd1584a45da,1019d352-2f2d-46ab-8bdb-e3c375836dee,71ec528b-5a48-4ffe-8a07-409e3f27f9dc,5,183.93
dd812792-7c9b-4324-95a9-74deb8b1c075,1019d352-2f2d-46ab-8bdb-e3c375836dee,e6101548-5a36-48da-a953-25761ff724f1,1,176.12
ab9fe70f-6310-4af3-bc2f-3cc29206135b,1019d352-2f2d-46ab-8bdb-e3c375836dee,606c64e0-94f3-453c-b437-0420dae07e40,5,341.4
765283c5-ecbc-4b3f-a50d-75a1d84614d6,1019d352-2f2d-46ab-8bdb-e3c375836dee,cd6e6e6d-7c99-4bd3-bf4b-b93c438a3e39,1,222.37
f114d0ec-695f-400d-9702-6159329a5b51,1019d352-2f2d-46ab-8bdb-e3c375836dee,ca8cf2e4-7522-474f-aacd-6696356e4868,3,328.71
c7b7787e-3f12-4223-a4e6-7c0517bf418a,77c44112-dd17-4262-8350-3d2c72bc6093,698ce1ee-f4a3-4211-af9e-662fb1bfab52,4,326.13
ad48a2fb-4121-42b3-a6dd-e4f6e6031792,77c44112-dd17-4262-8350-3d2c72bc6093,73fd2c29-919d-4125-872d-6b4a1f65315d,2,391.72
a931f629-01ba-4384-be59-1676c2feac04,77c44112-dd17-4262-8350-3d2c72bc6093,34689613-9281-4dd4-94cd-368b43265016,3,22.5
b53321a1-2c99-4df5-adf8-15d784cd4efe,77c44112-dd17-4262-8350-3d2c72bc6093,9871a471-c931-4263-8939-010815ba0716,4,464.63
e43f7a05-4191-428c-9965-0312e7753179,2cd901aa-0f12-493c-8cb3-7549b6f2d2fa,bb38095c-26ea-498c-ab03-b12eb43ed0a7,4,437.55
fb82e683-73f4-42bf-a78c-15baf62de012,2cd901aa-0f12-493c-8cb3-7549b6f2d2fa,8bb2a4d0-5844-40b5-b70b-d1d89ee2b24f,5,480.68
73635645-ca33-4a91-9c9a-288612653403,2cd901aa-0f12-493c-8cb3-7549b6f2d2fa,0e9fef4a-9c15-490c-8db4-5ae7aa03afa2,5,89.97
0bae79df-9450-4f3d-8a7a-c16b7cc4253c,2cd901aa-0f12-493c-8cb3-7549b6f2d2fa,d82271b0-84c7-4dbf-aeb1-a57df7a718a0,2,429.88
3aad945d-ca81-4596-b4b3-45cfaa60a811,2cd901aa-0f12-493c-8cb3-7549b6f2d2fa,8de90384-80e4-4ce1-a0fc-ab5d2a5923e0,4,103.68
5e57657e-97f1-42bc-ac4e-6bb674c5e9ee,2cd901aa-0f12-493c-8cb3-7549b6f2d2fa,17b8312c-bc3a-46b8-9cda-7a4a0df8e9e9,3,354.78
fbf5948e-40df-4e88-83a6-4af1676e37a4,2cd901aa-0f12-493c-8cb3-7549b6f2d2fa,6a04e703-1c59-4465-8421-041e1bd231a1,4,348.92
a5713890-d588-41aa-8be4-f74ae6b6d906,2cd901aa-0f12-493c-8cb3-7549b6f2d2fa,8ae20772-7d58-446c-807e-280bb2e54115,3,351.21
fb3c2530-f252-4ae4-b376-d8579cd30015,2cd901aa-0f12-493c-8cb3-7549b6f2d2fa,25ff783d-18d8-4952-ae00-e0e494cce477,4,498.74
fce5c13d-e92e-4574-959b-ac39ea5e68ac,2e1cccb4-6ca8-4ef2-ad2d-d5b508cfb0e7,9a20eae7-4a8f-4b09-a319-b07651db4fdb,5,309.52
aaa2b6ca-c3e5-48a6-80ea-0ded6e177ced,2e1cccb4-6ca8-4ef2-ad2d-d5b508cfb0e7,25ff783d-18d8-4952-ae00-e0e494cce477,5,498.74
050643ee-b52a-41f9-8d03-6c547ed65232,2e1cccb4-6ca8-4ef2-ad2d-d5b508cfb0e7,fd25aff1-a6da-4631-98d9-5eb6c5f382bb,2,86.63
6a42ed36-f27a-4513-826e-32e8505ee547,2e1cccb4-6ca8-4ef2-ad2d-d5b508cfb0e7,f5b6cdda-a65b-404a-80da-27936b529697,4,67.02
1d598b22-eefb-4784-b34c-f44ac4c773e5,2e1cccb4-6ca8-4ef2-ad2d-d5b508cfb0e7,7a5917e6-38ec-471f-9343-5ba8a5a8de7f,5,181.48
6d396ea3-6091-46c1-9dce-98ae8d92bcd8,2e1cccb4-6ca8-4ef2-ad2d-d5b508cfb0e7,bc3adf1f-ff01-49cb-8d71-1df0d21a8ac1,4,124.78
e20949b7-965b-4895-89d0-d1e000781a73,2e1cccb4-6ca8-4ef2-ad2d-d5b508cfb0e7,0118d933-b265-4002-bbd8-79a505b78df7,1,266.4
62ebdd70-b3cb-499f-a0f1-269ff2d8c572,2e1cccb4-6ca8-4ef2-ad2d-d5b508cfb0e7,8c29f40e-6426-4508-bd44-00857ebc9b74,3,401.44
5ff5963a-099e-449a-ba13-6638a3bd23c0,c323858a-7479-47fc-9055-5cf450d0ecbe,97f4d9dd-310e-4f93-866e-79dbdbba9e64,3,213.55
df9d42a7-cdbe-421e-a803-fed0cb64ffe9,45a1a910-23d9-4d7e-9a9a-483f1f658b3b,c1020699-fe44-4476-ba0b-f3541fdca291,4,493.69
06e8ce1b-da6f-41c3-9cce-77a143be05ca,2ff14833-353c-4f4e-a94e-7f6e05827190,700a0479-10c4-4802-9607-da4d8793f4bb,1,106.95
185367c8-423f-495f-aba3-df7758051f4f,415e9077-5625-41ea-b99c-a67afe178a13,c18b19c3-219c-4142-8a7c-2f313686ed31,1,338.48
5d56ad0d-d656-454d-9645-73f540920dfc,415e9077-5625-41ea-b99c-a67afe178a13,4823153e-df77-43b2-91af-edc400bf96f7,3,359.14
a8455cb7-83f4-453e-9700-ef83cc9911b3,415e9077-5625-41ea-b99c-a67afe178a13,e3d166f6-7808-4946-92e4-1ed8f720dd43,5,259.46
9d8c1ffc-ea15-4f45-b755-b50e3dc74fd4,415e9077-5625-41ea-b99c-a67afe178a13,c610be63-f97f-407d-8098-344a394f481b,3,41.76
9c1f3558-0c9a-4800-9b33-b40a4b4e23bc,415e9077-5625-41ea-b99c-a67afe178a13,de120d22-0720-4021-894a-a15190669434,3,184.46
81b22314-ee6f-46d2-ae0c-1b2086f1b57f,415e9077-5625-41ea-b99c-a67afe178a13,0aba9c84-786e-4d20-8a0e-7d1c08d69de4,1,346.26
8b8889f8-f1ef-49fd-91d4-94d75dedfeda,415e9077-5625-41ea-b99c-a67afe178a13,27f738ce-cf8f-4b63-bf49-73a57dba45cc,5,140.49
5f4140f9-2bbd-45aa-9cdd-bccb6cc909ce,415e9077-5625-41ea-b99c-a67afe178a13,1ca1fbeb-f620-4237-8fdd-b45c73ef9573,5,303.92
7b2c3715-b960-425a-948f-4ea8fa7d184e,c62dada8-6249-485e-94d6-cd5feea8812b,b88313a1-4cb0-4f4e-ac3b-a96c3c286fdb,5,49.47
8e3506a3-d28c-440f-9992-081843fe3227,c62dada8-6249-485e-94d6-cd5feea8812b,cac25d31-a686-4146-a6ef-16d3783221e5,4,372.69
58456e8b-0d98-4410-ad34-116965690a89,c62dada8-6249-485e-94d6-cd5feea8812b,431914b4-707d-4a8d-973e-9925bb6a8e74,4,257.88
4922fb9d-6e9f-4e5d-ab2d-1be4f833a066,de76184b-cf93-410e-a816-6f8e06af4d05,60653109-ff83-451b-bb9e-851874a63d3f,2,474.95
2fb27579-dc13-4c40-ab1b-eec94b945b4a,de76184b-cf93-410e-a816-6f8e06af4d05,42819fcc-93e7-45bf-a072-9d98f01c1d08,5,356.16
5401a5a7-9133-479b-b5a9-3dfb4aa7afbc,de76184b-cf93-410e-a816-6f8e06af4d05,4bf7d69b-998c-4e2f-88f1-24677d1e4f29,1,139.2
394f6e5e-de6a-428a-a832-165eda718ffa,de76184b-cf93-410e-a816-6f8e06af4d05,73fd2c29-919d-4125-872d-6b4a1f65315d,2,391.72
efed6c7e-9f7a-4d3c-93f9-e0c9f5228d6d,de76184b-cf93-410e-a816-6f8e06af4d05,ecde2141-bb9e-440d-84df-484d88060320,1,184.4
b1d49986-f644-453d-8a6b-c1076ad91227,de76184b-cf93-410e-a816-6f8e06af4d05,17b8312c-bc3a-46b8-9cda-7a4a0df8e9e9,1,354.78
2fd62814-95b3-47a8-8327-69082ede38b1,de76184b-cf93-410e-a816-6f8e06af4d05,431914b4-707d-4a8d-973e-9925bb6a8e74,2,257.88
40f6f722-5866-4b12-a0be-4c138f8f7f7e,7e39d6ad-6f38-40a4-806c-4f7b876fafcb,a87a3dd5-dc4d-4a8d-b40e-e359a61a16da,3,147.26
7e0d8938-72b1-478f-b7ec-39c1c455a5e8,7e39d6ad-6f38-40a4-806c-4f7b876fafcb,6204276e-aabf-488c-b5b3-fdf4e342c846,1,30.48
101721a4-99f2-492e-ac93-81a7415cbd0e,7e39d6ad-6f38-40a4-806c-4f7b876fafcb,57221855-a16c-4fb5-9166-d14b8bd239d5,3,242.04
8f048b6c-c87f-4381-b5e0-57170df6b873,7e39d6ad-6f38-40a4-806c-4f7b876fafcb,23cd01d8-4720-4fe6-a9d6-0d3627fc8108,5,260.45
89db6976-a99b-4a37-9625-a1313f021a06,7e39d6ad-6f38-40a4-806c-4f7b876fafcb,379655cd-efb7-460c-883f-53f031a9e321,1,363.36
0d3835e1-802c-4a63-af29-218ec7356a95,f8e32034-59f4-41b9-bc11-5df53f437634,25cfeffe-1476-48e2-bd37-ea3048339389,1,109.4
0d214822-8e73-49a0-aeb8-bf77eead3bed,f8e32034-59f4-41b9-bc11-5df53f437634,d4408ac4-c558-4375-8926-6d33cc4711d1,2,118.95
cf62d695-42c2-45c0-9e61-2546dcf97a77,f8e32034-59f4-41b9-bc11-5df53f437634,4ccbaa14-96f7-4391-9eea-67f64001e4d5,1,408.08
91a9a4b1-74c1-469f-b89d-e7c245abdf85,d8e1b2c7-512c-4ace-a424-85bcbb55b4e7,62a4a22f-1985-4b75-8b98-7a9217cb8613,3,293.92
0a4be634-0434-4d8b-b222-35909ceab2d4,d8e1b2c7-512c-4ace-a424-85bcbb55b4e7,c80f70b8-a81f-4d4c-a9c8-8ced5e479431,5,381.8
55231d30-1dbb-4104-bbcc-f60bf1644798,d8e1b2c7-512c-4ace-a424-85bcbb55b4e7,e3d166f6-7808-4946-92e4-1ed8f720dd43,2,259.46
c9c0bcbf-1f52-4ebe-b4da-1bfee87a0ad1,d8e1b2c7-512c-4ace-a424-85bcbb55b4e7,c313360e-5323-4f59-98bd-2eed99220c4d,1,452.38
29b922db-77eb-44cd-bb35-b42990e54e0a,d8e1b2c7-512c-4ace-a424-85bcbb55b4e7,fc74e5e1-8e5f-4314-8152-45909cc2e3d1,5,178.67
3a054c2d-8be2-473a-834a-3e21ba8534cb,d8e1b2c7-512c-4ace-a424-85bcbb55b4e7,ca8cf2e4-7522-474f-aacd-6696356e4868,1,328.71
133e97a7-e95e-493d-9bc1-3f930b352f39,d8e1b2c7-512c-4ace-a424-85bcbb55b4e7,f56dc3f3-31cb-40db-b3a7-d4dc4ed3409e,5,493.24
4c0a118c-b0e7-4435-b4d5-bb5943fbfcce,d8e1b2c7-512c-4ace-a424-85bcbb55b4e7,7a5917e6-38ec-471f-9343-5ba8a5a8de7f,4,181.48
7c5671c4-0aa4-48af-b28a-ff2242019af4,d8e1b2c7-512c-4ace-a424-85bcbb55b4e7,b7339770-1ce7-41e9-bec9-23c1273ce742,2,432.36
dd7e175d-f7ef-4125-9ce1-a111d48ddab1,d8e1b2c7-512c-4ace-a424-85bcbb55b4e7,57221855-a16c-4fb5-9166-d14b8bd239d5,4,242.04
89c2a18d-8fe5-4ef8-ab9c-5f5d84bb8878,93b70b80-9b7a-4be5-8f4e-cfb4872259bc,2bd78621-a1fd-4894-84ae-c46ad61fab77,5,398.95
7b43cc86-1a46-4625-87d2-216acfb96497,93b70b80-9b7a-4be5-8f4e-cfb4872259bc,99293e5e-e32f-41b2-b8b8-851c050c97a2,3,367.79
3eb3a548-6542-4fe5-9689-fbc7f320b084,f241c233-038d-4cb2-bba9-3026793fe425,ca8cf2e4-7522-474f-aacd-6696356e4868,2,328.71
ef8ddaa6-9270-41b2-b0f7-8e9dd8f4ca04,f241c233-038d-4cb2-bba9-3026793fe425,208d01d3-7bb7-4bfd-9109-7e9246322a90,3,482.76
66232a18-4829-4f99-8210-c20fa46cbc08,f241c233-038d-4cb2-bba9-3026793fe425,2bd78621-a1fd-4894-84ae-c46ad61fab77,1,398.95
49fbf5ac-2640-4a76-bced-a63baa3ed583,1b177e30-8a66-4a7a-8097-ade8ae86a71e,b566540a-96c6-4c7b-9a2c-a1b2d5563ee0,5,353.19
6f4965ac-cc47-48f7-ae5b-12f68425beb0,563ae9d0-9277-4b25-966f-b7953381c2e3,127bd3f2-0540-4048-a402-81ddb9bf6f0f,1,154.36
bf79c5d4-2625-45be-a8ee-227c2f5a4b93,563ae9d0-9277-4b25-966f-b7953381c2e3,e29c2a91-be36-4226-8cef-5c7c9608fe6a,2,114.36
7ee08db6-49b4-4ec0-ad44-ff1541e9d9e2,563ae9d0-9277-4b25-966f-b7953381c2e3,34689613-9281-4dd4-94cd-368b43265016,1,22.5
e24334a7-39d1-4aa8-8596-754baf0aabcb,563ae9d0-9277-4b25-966f-b7953381c2e3,bd0f7168-5a25-4e32-8953-98543ddfd134,4,85.72
5bb3a767-9938-4230-bca7-6f76ef435dab,563ae9d0-9277-4b25-966f-b7953381c2e3,379655cd-efb7-460c-883f-53f031a9e321,1,363.36
e2cd516a-cbbc-4422-a81c-b2702b429846,84a549be-7fa5-48e4-97c7-caebd3db4aa7,e1d82be1-ceee-4783-95ad-a15a15bd39c1,1,324.31
7a48d406-8aae-4e63-8b28-a6ac5bb5311f,84a549be-7fa5-48e4-97c7-caebd3db4aa7,698ce1ee-f4a3-4211-af9e-662fb1bfab52,5,326.13
9329972c-667d-4730-9f3b-5af3f34d6a40,84a549be-7fa5-48e4-97c7-caebd3db4aa7,54cc034f-3875-48ba-b0a7-e7b8417ab5c0,1,275.84
f4714ec0-a5f1-4455-aac6-c9e1df706370,84a549be-7fa5-48e4-97c7-caebd3db4aa7,67a98347-53e0-4a67-92da-f12467c72a23,2,303.91
1f82e033-4a96-4e57-88bb-b0b6dcabdb46,84a549be-7fa5-48e4-97c7-caebd3db4aa7,93f17ba0-8833-45c8-8486-2bb7a138f924,5,210.24
7ce7058e-1ec0-4fd9-b2a5-2a6f71b88c25,84a549be-7fa5-48e4-97c7-caebd3db4aa7,b8136bb2-62dd-4396-8944-ce686e03daf6,5,276.67
6c42bef2-354b-4f1f-aa17-6c517523b5ea,84a549be-7fa5-48e4-97c7-caebd3db4aa7,3dda8c17-f191-4cc9-8125-b17d4c310167,5,399.13
0f02efba-4eac-4c7f-b2c9-da818da07588,84a549be-7fa5-48e4-97c7-caebd3db4aa7,2b4115dc-b7c7-4734-9e8e-dd3f9b83c617,2,129.33
8f84d527-50f9-494e-a577-2ae00fa4c9ae,84a549be-7fa5-48e4-97c7-caebd3db4aa7,afbd87b3-3ce2-4885-899f-910b8fd72d94,3,171.71
3d48661f-9845-468e-8ac4-b08f9642fab1,84a549be-7fa5-48e4-97c7-caebd3db4aa7,4187e86d-ce3b-4e75-a2df-f3ee49610ee1,4,104.57
